FromBIC,ToBIC,TimeTakenInMinutes
GFSIUS4PXXX,WFBIUS6SXXX,120
WFBIUS6SXXX,GFSIUS4PXXX,120
BOFAUS3NXXX,WFBIUS6SXXX,114
WFBIUS6SXXX,BOFAUS3NXXX,114
CITIUS33XXX,WFBIUS6SXXX,17
WFBIUS6SXXX,CITIUS33XXX,17
CHASUS33XXX,WFBIUS6SXXX,15
WFBIUS6SXXX,CHASUS33XXX,15
USBKUS44XXX,WFBIUS6SXXX,73
WFBIUS6SXXX,USBKUS44XXX,73
BNPAFRPPXXX,WFBIUS6SXXX,92
WFBIUS6SXXX,BNPAFRPPXXX,92
KNABNL2HXXX,WFBIUS6SXXX,227
WFBIUS6SXXX,KNABNL2HXXX,227
MHCBJPJTXXX,WFBIUS6SXXX,79
WFBIUS6SXXX,MHCBJPJTXXX,79
ABNANL2AXXX,WFBIUS6SXXX,130
WFBIUS6SXXX,ABNANL2AXXX,130
DEUTDEBBXXX,WFBIUS6SXXX,167
WFBIUS6SXXX,DEUTDEBBXXX,167
MMTOJPJTXXX,WFBIUS6SXXX,175
WFBIUS6SXXX,MMTOJPJTXXX,175
NATAAU3302S,WFBIUS6SXXX,186
WFBIUS6SXXX,NATAAU3302S,186
BLKBCH22XXX,WFBIUS6SXXX,157
WFBIUS6SXXX,BLKBCH22XXX,157
CRESCHZZXXX,WFBIUS6SXXX,133
WFBIUS6SXXX,CRESCHZZXXX,133
CRLYFRPPXXX,WFBIUS6SXXX,208
WFBIUS6SXXX,CRLYFRPPXXX,208
AGRIFRPPXXX,WFBIUS6SXXX,164
WFBIUS6SXXX,AGRIFRPPXXX,164
HSBCGB2LXXX,WFBIUS6SXXX,226
WFBIUS6SXXX,HSBCGB2LXXX,226
SBININBBFXD,WFBIUS6SXXX,100
WFBIUS6SXXX,SBININBBFXD,100
ANZBAU3MXXX,WFBIUS6SXXX,202
WFBIUS6SXXX,ANZBAU3MXXX,202
BOTKJPJTXXX,WFBIUS6SXXX,127
WFBIUS6SXXX,BOTKJPJTXXX,127
BARCGB22XXX,WFBIUS6SXXX,129
WFBIUS6SXXX,BARCGB22XXX,129
SMBCJPJTXXX,WFBIUS6SXXX,77
WFBIUS6SXXX,SMBCJPJTXXX,77
CUSCAU2SXXX,WFBIUS6SXXX,206
WFBIUS6SXXX,CUSCAU2SXXX,206
ICICINBBCTS,WFBIUS6SXXX,130
WFBIUS6SXXX,ICICINBBCTS,130
ABOCCNBJXXX,WFBIUS6SXXX,195
WFBIUS6SXXX,ABOCCNBJXXX,195
BKCHCNBJXXX,WFBIUS6SXXX,229
WFBIUS6SXXX,BKCHCNBJXXX,229
HYVEDEMMXXX,WFBIUS6SXXX,213
WFBIUS6SXXX,HYVEDEMMXXX,213
HELADEF1RRS,WFBIUS6SXXX,210
WFBIUS6SXXX,HELADEF1RRS,210
BAFUCH22XXX,WFBIUS6SXXX,189
WFBIUS6SXXX,BAFUCH22XXX,189
UTIBINBBXXX,WFBIUS6SXXX,174
WFBIUS6SXXX,UTIBINBBXXX,174
HDFCINBBXXX,WFBIUS6SXXX,153
WFBIUS6SXXX,HDFCINBBXXX,153
UBSWCHZH80A,WFBIUS6SXXX,173
WFBIUS6SXXX,UBSWCHZH80A,173
CCBCCNBJXXX,WFBIUS6SXXX,150
WFBIUS6SXXX,CCBCCNBJXXX,150
RABONL2UXXX,WFBIUS6SXXX,164
WFBIUS6SXXX,RABONL2UXXX,164
RBOSGB2LXXX,WFBIUS6SXXX,181
WFBIUS6SXXX,RBOSGB2LXXX,181
SOGEFRPPXXX,WFBIUS6SXXX,65
WFBIUS6SXXX,SOGEFRPPXXX,65
MIDLGB22XXX,WFBIUS6SXXX,196
WFBIUS6SXXX,MIDLGB22XXX,196
COBADEFFXXX,WFBIUS6SXXX,168
WFBIUS6SXXX,COBADEFFXXX,168
WPACAU2SXXX,WFBIUS6SXXX,85
WFBIUS6SXXX,WPACAU2SXXX,85
INGBNL2AXXX,WFBIUS6SXXX,86
WFBIUS6SXXX,INGBNL2AXXX,86
PCBCCNBJXXX,WFBIUS6SXXX,95
WFBIUS6SXXX,PCBCCNBJXXX,95
CMBCCNBSXXX,ABOCCNBJXXX,104
ABOCCNBJXXX,CMBCCNBSXXX,104
INDCCNSHXXX,ABOCCNBJXXX,112
ABOCCNBJXXX,INDCCNSHXXX,112
UNIACNBJXXX,ABOCCNBJXXX,98
ABOCCNBJXXX,UNIACNBJXXX,98
CETCCNBJXXX,ABOCCNBJXXX,32
ABOCCNBJXXX,CETCCNBJXXX,32
PSBCCNBJXXX,ABOCCNBJXXX,90
ABOCCNBJXXX,PSBCCNBJXXX,90
BKCHCNBJXXX,ABOCCNBJXXX,47
ABOCCNBJXXX,BKCHCNBJXXX,47
CCBCCNBJXXX,ABOCCNBJXXX,22
ABOCCNBJXXX,CCBCCNBJXXX,22
BOCMCNBJXXX,ABOCCNBJXXX,117
ABOCCNBJXXX,BOCMCNBJXXX,117
PCBCCNBJXXX,ABOCCNBJXXX,22
ABOCCNBJXXX,PCBCCNBJXXX,22
BNPAFRPPXXX,ABOCCNBJXXX,146
ABOCCNBJXXX,BNPAFRPPXXX,146
KNABNL2HXXX,ABOCCNBJXXX,108
ABOCCNBJXXX,KNABNL2HXXX,108
MHCBJPJTXXX,ABOCCNBJXXX,96
ABOCCNBJXXX,MHCBJPJTXXX,96
ABNANL2AXXX,ABOCCNBJXXX,112
ABOCCNBJXXX,ABNANL2AXXX,112
DEUTDEBBXXX,ABOCCNBJXXX,179
ABOCCNBJXXX,DEUTDEBBXXX,179
MMTOJPJTXXX,ABOCCNBJXXX,231
ABOCCNBJXXX,MMTOJPJTXXX,231
NATAAU3302S,ABOCCNBJXXX,100
ABOCCNBJXXX,NATAAU3302S,100
BLKBCH22XXX,ABOCCNBJXXX,151
ABOCCNBJXXX,BLKBCH22XXX,151
CRESCHZZXXX,ABOCCNBJXXX,200
ABOCCNBJXXX,CRESCHZZXXX,200
CRLYFRPPXXX,ABOCCNBJXXX,229
ABOCCNBJXXX,CRLYFRPPXXX,229
AGRIFRPPXXX,ABOCCNBJXXX,85
ABOCCNBJXXX,AGRIFRPPXXX,85
HSBCGB2LXXX,ABOCCNBJXXX,113
ABOCCNBJXXX,HSBCGB2LXXX,113
SBININBBFXD,ABOCCNBJXXX,161
ABOCCNBJXXX,SBININBBFXD,161
ANZBAU3MXXX,ABOCCNBJXXX,176
ABOCCNBJXXX,ANZBAU3MXXX,176
BOTKJPJTXXX,ABOCCNBJXXX,218
ABOCCNBJXXX,BOTKJPJTXXX,218
BARCGB22XXX,ABOCCNBJXXX,102
ABOCCNBJXXX,BARCGB22XXX,102
SMBCJPJTXXX,ABOCCNBJXXX,181
ABOCCNBJXXX,SMBCJPJTXXX,181
CUSCAU2SXXX,ABOCCNBJXXX,173
ABOCCNBJXXX,CUSCAU2SXXX,173
ICICINBBCTS,ABOCCNBJXXX,210
ABOCCNBJXXX,ICICINBBCTS,210
WFBIUS6SXXX,ABOCCNBJXXX,207
ABOCCNBJXXX,WFBIUS6SXXX,207
HYVEDEMMXXX,ABOCCNBJXXX,199
ABOCCNBJXXX,HYVEDEMMXXX,199
HELADEF1RRS,ABOCCNBJXXX,65
ABOCCNBJXXX,HELADEF1RRS,65
BOFAUS3NXXX,ABOCCNBJXXX,166
ABOCCNBJXXX,BOFAUS3NXXX,166
BAFUCH22XXX,ABOCCNBJXXX,171
ABOCCNBJXXX,BAFUCH22XXX,171
UTIBINBBXXX,ABOCCNBJXXX,198
ABOCCNBJXXX,UTIBINBBXXX,198
CITIUS33XXX,ABOCCNBJXXX,200
ABOCCNBJXXX,CITIUS33XXX,200
CHASUS33XXX,ABOCCNBJXXX,111
ABOCCNBJXXX,CHASUS33XXX,111
HDFCINBBXXX,ABOCCNBJXXX,73
ABOCCNBJXXX,HDFCINBBXXX,73
UBSWCHZH80A,ABOCCNBJXXX,219
ABOCCNBJXXX,UBSWCHZH80A,219
RABONL2UXXX,ABOCCNBJXXX,91
ABOCCNBJXXX,RABONL2UXXX,91
RBOSGB2LXXX,ABOCCNBJXXX,92
ABOCCNBJXXX,RBOSGB2LXXX,92
SOGEFRPPXXX,ABOCCNBJXXX,125
ABOCCNBJXXX,SOGEFRPPXXX,125
MIDLGB22XXX,ABOCCNBJXXX,140
ABOCCNBJXXX,MIDLGB22XXX,140
COBADEFFXXX,ABOCCNBJXXX,128
ABOCCNBJXXX,COBADEFFXXX,128
WPACAU2SXXX,ABOCCNBJXXX,177
ABOCCNBJXXX,WPACAU2SXXX,177
INGBNL2AXXX,ABOCCNBJXXX,78
ABOCCNBJXXX,INGBNL2AXXX,78
CMBCCNBSXXX,BKCHCNBJXXX,49
BKCHCNBJXXX,CMBCCNBSXXX,49
INDCCNSHXXX,BKCHCNBJXXX,115
BKCHCNBJXXX,INDCCNSHXXX,115
UNIACNBJXXX,BKCHCNBJXXX,83
BKCHCNBJXXX,UNIACNBJXXX,83
CETCCNBJXXX,BKCHCNBJXXX,22
BKCHCNBJXXX,CETCCNBJXXX,22
PSBCCNBJXXX,BKCHCNBJXXX,107
BKCHCNBJXXX,PSBCCNBJXXX,107
ABOCCNBJXXX,BKCHCNBJXXX,100
BKCHCNBJXXX,ABOCCNBJXXX,100
CCBCCNBJXXX,BKCHCNBJXXX,58
BKCHCNBJXXX,CCBCCNBJXXX,58
BOCMCNBJXXX,BKCHCNBJXXX,54
BKCHCNBJXXX,BOCMCNBJXXX,54
PCBCCNBJXXX,BKCHCNBJXXX,57
BKCHCNBJXXX,PCBCCNBJXXX,57
BNPAFRPPXXX,BKCHCNBJXXX,109
BKCHCNBJXXX,BNPAFRPPXXX,109
KNABNL2HXXX,BKCHCNBJXXX,168
BKCHCNBJXXX,KNABNL2HXXX,168
MHCBJPJTXXX,BKCHCNBJXXX,72
BKCHCNBJXXX,MHCBJPJTXXX,72
ABNANL2AXXX,BKCHCNBJXXX,223
BKCHCNBJXXX,ABNANL2AXXX,223
DEUTDEBBXXX,BKCHCNBJXXX,138
BKCHCNBJXXX,DEUTDEBBXXX,138
MMTOJPJTXXX,BKCHCNBJXXX,219
BKCHCNBJXXX,MMTOJPJTXXX,219
NATAAU3302S,BKCHCNBJXXX,182
BKCHCNBJXXX,NATAAU3302S,182
BLKBCH22XXX,BKCHCNBJXXX,143
BKCHCNBJXXX,BLKBCH22XXX,143
CRESCHZZXXX,BKCHCNBJXXX,145
BKCHCNBJXXX,CRESCHZZXXX,145
CRLYFRPPXXX,BKCHCNBJXXX,112
BKCHCNBJXXX,CRLYFRPPXXX,112
AGRIFRPPXXX,BKCHCNBJXXX,100
BKCHCNBJXXX,AGRIFRPPXXX,100
HSBCGB2LXXX,BKCHCNBJXXX,104
BKCHCNBJXXX,HSBCGB2LXXX,104
SBININBBFXD,BKCHCNBJXXX,164
BKCHCNBJXXX,SBININBBFXD,164
ANZBAU3MXXX,BKCHCNBJXXX,114
BKCHCNBJXXX,ANZBAU3MXXX,114
BOTKJPJTXXX,BKCHCNBJXXX,82
BKCHCNBJXXX,BOTKJPJTXXX,82
BARCGB22XXX,BKCHCNBJXXX,195
BKCHCNBJXXX,BARCGB22XXX,195
SMBCJPJTXXX,BKCHCNBJXXX,146
BKCHCNBJXXX,SMBCJPJTXXX,146
CUSCAU2SXXX,BKCHCNBJXXX,147
BKCHCNBJXXX,CUSCAU2SXXX,147
ICICINBBCTS,BKCHCNBJXXX,94
BKCHCNBJXXX,ICICINBBCTS,94
WFBIUS6SXXX,BKCHCNBJXXX,215
BKCHCNBJXXX,WFBIUS6SXXX,215
HYVEDEMMXXX,BKCHCNBJXXX,84
BKCHCNBJXXX,HYVEDEMMXXX,84
HELADEF1RRS,BKCHCNBJXXX,113
BKCHCNBJXXX,HELADEF1RRS,113
BOFAUS3NXXX,BKCHCNBJXXX,93
BKCHCNBJXXX,BOFAUS3NXXX,93
BAFUCH22XXX,BKCHCNBJXXX,60
BKCHCNBJXXX,BAFUCH22XXX,60
UTIBINBBXXX,BKCHCNBJXXX,223
BKCHCNBJXXX,UTIBINBBXXX,223
CITIUS33XXX,BKCHCNBJXXX,112
BKCHCNBJXXX,CITIUS33XXX,112
CHASUS33XXX,BKCHCNBJXXX,206
BKCHCNBJXXX,CHASUS33XXX,206
HDFCINBBXXX,BKCHCNBJXXX,177
BKCHCNBJXXX,HDFCINBBXXX,177
UBSWCHZH80A,BKCHCNBJXXX,184
BKCHCNBJXXX,UBSWCHZH80A,184
RABONL2UXXX,BKCHCNBJXXX,91
BKCHCNBJXXX,RABONL2UXXX,91
RBOSGB2LXXX,BKCHCNBJXXX,68
BKCHCNBJXXX,RBOSGB2LXXX,68
SOGEFRPPXXX,BKCHCNBJXXX,233
BKCHCNBJXXX,SOGEFRPPXXX,233
MIDLGB22XXX,BKCHCNBJXXX,200
BKCHCNBJXXX,MIDLGB22XXX,200
COBADEFFXXX,BKCHCNBJXXX,80
BKCHCNBJXXX,COBADEFFXXX,80
WPACAU2SXXX,BKCHCNBJXXX,215
BKCHCNBJXXX,WPACAU2SXXX,215
INGBNL2AXXX,BKCHCNBJXXX,97
BKCHCNBJXXX,INGBNL2AXXX,97
DEUTDEBBXXX,HYVEDEMMXXX,130
HYVEDEMMXXX,DEUTDEBBXXX,130
RVSADE77XXX,HYVEDEMMXXX,74
HYVEDEMMXXX,RVSADE77XXX,74
MARBDE6LXXX,HYVEDEMMXXX,90
HYVEDEMMXXX,MARBDE6LXXX,90
HELADEF1RRS,HYVEDEMMXXX,66
HYVEDEMMXXX,HELADEF1RRS,66
DRESDEFFXXX,HYVEDEMMXXX,110
HYVEDEMMXXX,DRESDEFFXXX,110
GENODEFFXXX,HYVEDEMMXXX,117
HYVEDEMMXXX,GENODEFFXXX,117
MALADE51XXX,HYVEDEMMXXX,96
HYVEDEMMXXX,MALADE51XXX,96
COBADEFFXXX,HYVEDEMMXXX,59
HYVEDEMMXXX,COBADEFFXXX,59
INGBDEFFXXX,HYVEDEMMXXX,33
HYVEDEMMXXX,INGBDEFFXXX,33
BNPAFRPPXXX,HYVEDEMMXXX,211
HYVEDEMMXXX,BNPAFRPPXXX,211
KNABNL2HXXX,HYVEDEMMXXX,88
HYVEDEMMXXX,KNABNL2HXXX,88
MHCBJPJTXXX,HYVEDEMMXXX,181
HYVEDEMMXXX,MHCBJPJTXXX,181
ABNANL2AXXX,HYVEDEMMXXX,118
HYVEDEMMXXX,ABNANL2AXXX,118
MMTOJPJTXXX,HYVEDEMMXXX,122
HYVEDEMMXXX,MMTOJPJTXXX,122
NATAAU3302S,HYVEDEMMXXX,156
HYVEDEMMXXX,NATAAU3302S,156
BLKBCH22XXX,HYVEDEMMXXX,142
HYVEDEMMXXX,BLKBCH22XXX,142
CRESCHZZXXX,HYVEDEMMXXX,175
HYVEDEMMXXX,CRESCHZZXXX,175
CRLYFRPPXXX,HYVEDEMMXXX,189
HYVEDEMMXXX,CRLYFRPPXXX,189
AGRIFRPPXXX,HYVEDEMMXXX,143
HYVEDEMMXXX,AGRIFRPPXXX,143
HSBCGB2LXXX,HYVEDEMMXXX,157
HYVEDEMMXXX,HSBCGB2LXXX,157
SBININBBFXD,HYVEDEMMXXX,61
HYVEDEMMXXX,SBININBBFXD,61
ANZBAU3MXXX,HYVEDEMMXXX,108
HYVEDEMMXXX,ANZBAU3MXXX,108
BOTKJPJTXXX,HYVEDEMMXXX,94
HYVEDEMMXXX,BOTKJPJTXXX,94
BARCGB22XXX,HYVEDEMMXXX,185
HYVEDEMMXXX,BARCGB22XXX,185
SMBCJPJTXXX,HYVEDEMMXXX,140
HYVEDEMMXXX,SMBCJPJTXXX,140
CUSCAU2SXXX,HYVEDEMMXXX,102
HYVEDEMMXXX,CUSCAU2SXXX,102
ICICINBBCTS,HYVEDEMMXXX,178
HYVEDEMMXXX,ICICINBBCTS,178
WFBIUS6SXXX,HYVEDEMMXXX,99
HYVEDEMMXXX,WFBIUS6SXXX,99
ABOCCNBJXXX,HYVEDEMMXXX,123
HYVEDEMMXXX,ABOCCNBJXXX,123
BKCHCNBJXXX,HYVEDEMMXXX,153
HYVEDEMMXXX,BKCHCNBJXXX,153
BOFAUS3NXXX,HYVEDEMMXXX,137
HYVEDEMMXXX,BOFAUS3NXXX,137
BAFUCH22XXX,HYVEDEMMXXX,122
HYVEDEMMXXX,BAFUCH22XXX,122
UTIBINBBXXX,HYVEDEMMXXX,69
HYVEDEMMXXX,UTIBINBBXXX,69
CITIUS33XXX,HYVEDEMMXXX,77
HYVEDEMMXXX,CITIUS33XXX,77
CHASUS33XXX,HYVEDEMMXXX,206
HYVEDEMMXXX,CHASUS33XXX,206
HDFCINBBXXX,HYVEDEMMXXX,219
HYVEDEMMXXX,HDFCINBBXXX,219
UBSWCHZH80A,HYVEDEMMXXX,238
HYVEDEMMXXX,UBSWCHZH80A,238
CCBCCNBJXXX,HYVEDEMMXXX,154
HYVEDEMMXXX,CCBCCNBJXXX,154
RABONL2UXXX,HYVEDEMMXXX,111
HYVEDEMMXXX,RABONL2UXXX,111
RBOSGB2LXXX,HYVEDEMMXXX,92
HYVEDEMMXXX,RBOSGB2LXXX,92
SOGEFRPPXXX,HYVEDEMMXXX,125
HYVEDEMMXXX,SOGEFRPPXXX,125
MIDLGB22XXX,HYVEDEMMXXX,139
HYVEDEMMXXX,MIDLGB22XXX,139
WPACAU2SXXX,HYVEDEMMXXX,214
HYVEDEMMXXX,WPACAU2SXXX,214
INGBNL2AXXX,HYVEDEMMXXX,183
HYVEDEMMXXX,INGBNL2AXXX,183
PCBCCNBJXXX,HYVEDEMMXXX,202
HYVEDEMMXXX,PCBCCNBJXXX,202
DEUTDEBBXXX,HELADEF1RRS,56
HELADEF1RRS,DEUTDEBBXXX,56
RVSADE77XXX,HELADEF1RRS,26
HELADEF1RRS,RVSADE77XXX,26
MARBDE6LXXX,HELADEF1RRS,61
HELADEF1RRS,MARBDE6LXXX,61
HYVEDEMMXXX,HELADEF1RRS,22
HELADEF1RRS,HYVEDEMMXXX,22
DRESDEFFXXX,HELADEF1RRS,82
HELADEF1RRS,DRESDEFFXXX,82
GENODEFFXXX,HELADEF1RRS,127
HELADEF1RRS,GENODEFFXXX,127
MALADE51XXX,HELADEF1RRS,23
HELADEF1RRS,MALADE51XXX,23
COBADEFFXXX,HELADEF1RRS,115
HELADEF1RRS,COBADEFFXXX,115
INGBDEFFXXX,HELADEF1RRS,29
HELADEF1RRS,INGBDEFFXXX,29
BNPAFRPPXXX,HELADEF1RRS,205
HELADEF1RRS,BNPAFRPPXXX,205
KNABNL2HXXX,HELADEF1RRS,116
HELADEF1RRS,KNABNL2HXXX,116
MHCBJPJTXXX,HELADEF1RRS,131
HELADEF1RRS,MHCBJPJTXXX,131
ABNANL2AXXX,HELADEF1RRS,142
HELADEF1RRS,ABNANL2AXXX,142
MMTOJPJTXXX,HELADEF1RRS,156
HELADEF1RRS,MMTOJPJTXXX,156
NATAAU3302S,HELADEF1RRS,194
HELADEF1RRS,NATAAU3302S,194
BLKBCH22XXX,HELADEF1RRS,235
HELADEF1RRS,BLKBCH22XXX,235
CRESCHZZXXX,HELADEF1RRS,233
HELADEF1RRS,CRESCHZZXXX,233
CRLYFRPPXXX,HELADEF1RRS,76
HELADEF1RRS,CRLYFRPPXXX,76
AGRIFRPPXXX,HELADEF1RRS,63
HELADEF1RRS,AGRIFRPPXXX,63
HSBCGB2LXXX,HELADEF1RRS,69
HELADEF1RRS,HSBCGB2LXXX,69
SBININBBFXD,HELADEF1RRS,222
HELADEF1RRS,SBININBBFXD,222
ANZBAU3MXXX,HELADEF1RRS,222
HELADEF1RRS,ANZBAU3MXXX,222
BOTKJPJTXXX,HELADEF1RRS,67
HELADEF1RRS,BOTKJPJTXXX,67
BARCGB22XXX,HELADEF1RRS,135
HELADEF1RRS,BARCGB22XXX,135
SMBCJPJTXXX,HELADEF1RRS,93
HELADEF1RRS,SMBCJPJTXXX,93
CUSCAU2SXXX,HELADEF1RRS,99
HELADEF1RRS,CUSCAU2SXXX,99
ICICINBBCTS,HELADEF1RRS,200
HELADEF1RRS,ICICINBBCTS,200
WFBIUS6SXXX,HELADEF1RRS,172
HELADEF1RRS,WFBIUS6SXXX,172
ABOCCNBJXXX,HELADEF1RRS,73
HELADEF1RRS,ABOCCNBJXXX,73
BKCHCNBJXXX,HELADEF1RRS,143
HELADEF1RRS,BKCHCNBJXXX,143
BOFAUS3NXXX,HELADEF1RRS,134
HELADEF1RRS,BOFAUS3NXXX,134
BAFUCH22XXX,HELADEF1RRS,143
HELADEF1RRS,BAFUCH22XXX,143
UTIBINBBXXX,HELADEF1RRS,168
HELADEF1RRS,UTIBINBBXXX,168
CITIUS33XXX,HELADEF1RRS,211
HELADEF1RRS,CITIUS33XXX,211
CHASUS33XXX,HELADEF1RRS,161
HELADEF1RRS,CHASUS33XXX,161
HDFCINBBXXX,HELADEF1RRS,96
HELADEF1RRS,HDFCINBBXXX,96
UBSWCHZH80A,HELADEF1RRS,205
HELADEF1RRS,UBSWCHZH80A,205
CCBCCNBJXXX,HELADEF1RRS,181
HELADEF1RRS,CCBCCNBJXXX,181
RABONL2UXXX,HELADEF1RRS,72
HELADEF1RRS,RABONL2UXXX,72
RBOSGB2LXXX,HELADEF1RRS,234
HELADEF1RRS,RBOSGB2LXXX,234
SOGEFRPPXXX,HELADEF1RRS,146
HELADEF1RRS,SOGEFRPPXXX,146
MIDLGB22XXX,HELADEF1RRS,129
HELADEF1RRS,MIDLGB22XXX,129
WPACAU2SXXX,HELADEF1RRS,124
HELADEF1RRS,WPACAU2SXXX,124
INGBNL2AXXX,HELADEF1RRS,228
HELADEF1RRS,INGBNL2AXXX,228
PCBCCNBJXXX,HELADEF1RRS,225
HELADEF1RRS,PCBCCNBJXXX,225
IRVTUS3NXXX,BOFAUS3NXXX,22
BOFAUS3NXXX,IRVTUS3NXXX,22
NFBKUS33XXX,BOFAUS3NXXX,119
BOFAUS3NXXX,NFBKUS33XXX,119
WFBIUS6SXXX,BOFAUS3NXXX,115
BOFAUS3NXXX,WFBIUS6SXXX,115
CIBCUS33XXX,BOFAUS3NXXX,33
BOFAUS3NXXX,CIBCUS33XXX,33
GFSIUS4PXXX,BOFAUS3NXXX,121
BOFAUS3NXXX,GFSIUS4PXXX,121
CITIUS33XXX,BOFAUS3NXXX,122
BOFAUS3NXXX,CITIUS33XXX,122
CHASUS33XXX,BOFAUS3NXXX,20
BOFAUS3NXXX,CHASUS33XXX,20
USBKUS44XXX,BOFAUS3NXXX,109
BOFAUS3NXXX,USBKUS44XXX,109
BNPAFRPPXXX,BOFAUS3NXXX,235
BOFAUS3NXXX,BNPAFRPPXXX,235
KNABNL2HXXX,BOFAUS3NXXX,152
BOFAUS3NXXX,KNABNL2HXXX,152
MHCBJPJTXXX,BOFAUS3NXXX,60
BOFAUS3NXXX,MHCBJPJTXXX,60
ABNANL2AXXX,BOFAUS3NXXX,94
BOFAUS3NXXX,ABNANL2AXXX,94
DEUTDEBBXXX,BOFAUS3NXXX,111
BOFAUS3NXXX,DEUTDEBBXXX,111
MMTOJPJTXXX,BOFAUS3NXXX,173
BOFAUS3NXXX,MMTOJPJTXXX,173
NATAAU3302S,BOFAUS3NXXX,107
BOFAUS3NXXX,NATAAU3302S,107
BLKBCH22XXX,BOFAUS3NXXX,195
BOFAUS3NXXX,BLKBCH22XXX,195
CRESCHZZXXX,BOFAUS3NXXX,66
BOFAUS3NXXX,CRESCHZZXXX,66
CRLYFRPPXXX,BOFAUS3NXXX,190
BOFAUS3NXXX,CRLYFRPPXXX,190
AGRIFRPPXXX,BOFAUS3NXXX,123
BOFAUS3NXXX,AGRIFRPPXXX,123
HSBCGB2LXXX,BOFAUS3NXXX,217
BOFAUS3NXXX,HSBCGB2LXXX,217
SBININBBFXD,BOFAUS3NXXX,111
BOFAUS3NXXX,SBININBBFXD,111
ANZBAU3MXXX,BOFAUS3NXXX,160
BOFAUS3NXXX,ANZBAU3MXXX,160
BOTKJPJTXXX,BOFAUS3NXXX,182
BOFAUS3NXXX,BOTKJPJTXXX,182
BARCGB22XXX,BOFAUS3NXXX,233
BOFAUS3NXXX,BARCGB22XXX,233
SMBCJPJTXXX,BOFAUS3NXXX,172
BOFAUS3NXXX,SMBCJPJTXXX,172
CUSCAU2SXXX,BOFAUS3NXXX,175
BOFAUS3NXXX,CUSCAU2SXXX,175
ICICINBBCTS,BOFAUS3NXXX,138
BOFAUS3NXXX,ICICINBBCTS,138
ABOCCNBJXXX,BOFAUS3NXXX,61
BOFAUS3NXXX,ABOCCNBJXXX,61
BKCHCNBJXXX,BOFAUS3NXXX,240
BOFAUS3NXXX,BKCHCNBJXXX,240
HYVEDEMMXXX,BOFAUS3NXXX,125
BOFAUS3NXXX,HYVEDEMMXXX,125
HELADEF1RRS,BOFAUS3NXXX,227
BOFAUS3NXXX,HELADEF1RRS,227
BAFUCH22XXX,BOFAUS3NXXX,77
BOFAUS3NXXX,BAFUCH22XXX,77
UTIBINBBXXX,BOFAUS3NXXX,107
BOFAUS3NXXX,UTIBINBBXXX,107
HDFCINBBXXX,BOFAUS3NXXX,204
BOFAUS3NXXX,HDFCINBBXXX,204
UBSWCHZH80A,BOFAUS3NXXX,112
BOFAUS3NXXX,UBSWCHZH80A,112
CCBCCNBJXXX,BOFAUS3NXXX,93
BOFAUS3NXXX,CCBCCNBJXXX,93
RABONL2UXXX,BOFAUS3NXXX,192
BOFAUS3NXXX,RABONL2UXXX,192
RBOSGB2LXXX,BOFAUS3NXXX,128
BOFAUS3NXXX,RBOSGB2LXXX,128
SOGEFRPPXXX,BOFAUS3NXXX,61
BOFAUS3NXXX,SOGEFRPPXXX,61
MIDLGB22XXX,BOFAUS3NXXX,186
BOFAUS3NXXX,MIDLGB22XXX,186
COBADEFFXXX,BOFAUS3NXXX,221
BOFAUS3NXXX,COBADEFFXXX,221
WPACAU2SXXX,BOFAUS3NXXX,62
BOFAUS3NXXX,WPACAU2SXXX,62
INGBNL2AXXX,BOFAUS3NXXX,220
BOFAUS3NXXX,INGBNL2AXXX,220
PCBCCNBJXXX,BOFAUS3NXXX,91
BOFAUS3NXXX,PCBCCNBJXXX,91
RABOCHGGXXX,BAFUCH22XXX,87
BAFUCH22XXX,RABOCHGGXXX,87
BLKBCH22XXX,BAFUCH22XXX,27
BAFUCH22XXX,BLKBCH22XXX,27
CRESCHZZXXX,BAFUCH22XXX,121
BAFUCH22XXX,CRESCHZZXXX,121
BCVACH2LXXX,BAFUCH22XXX,91
BAFUCH22XXX,BCVACH2LXXX,91
BCVSCH2LXXX,BAFUCH22XXX,115
BAFUCH22XXX,BCVSCH2LXXX,115
UBSWCHZH80A,BAFUCH22XXX,43
BAFUCH22XXX,UBSWCHZH80A,43
ABBECHZZXXX,BAFUCH22XXX,76
BAFUCH22XXX,ABBECHZZXXX,76
BNPAFRPPXXX,BAFUCH22XXX,88
BAFUCH22XXX,BNPAFRPPXXX,88
KNABNL2HXXX,BAFUCH22XXX,209
BAFUCH22XXX,KNABNL2HXXX,209
MHCBJPJTXXX,BAFUCH22XXX,100
BAFUCH22XXX,MHCBJPJTXXX,100
ABNANL2AXXX,BAFUCH22XXX,80
BAFUCH22XXX,ABNANL2AXXX,80
DEUTDEBBXXX,BAFUCH22XXX,141
BAFUCH22XXX,DEUTDEBBXXX,141
MMTOJPJTXXX,BAFUCH22XXX,215
BAFUCH22XXX,MMTOJPJTXXX,215
NATAAU3302S,BAFUCH22XXX,158
BAFUCH22XXX,NATAAU3302S,158
CRLYFRPPXXX,BAFUCH22XXX,143
BAFUCH22XXX,CRLYFRPPXXX,143
AGRIFRPPXXX,BAFUCH22XXX,215
BAFUCH22XXX,AGRIFRPPXXX,215
HSBCGB2LXXX,BAFUCH22XXX,224
